Id,Label,Weight
999,tony-sn,1.0
1000,tarka,1.0
1001,dbarrosop,1.0
1002,thedigitalfire0,1.0
1003,daadu,1.0
1004,cmarqu,1.0
1005,tyilo,1.0
1006,colinlabs,1.0
1007,tas17,1.0
1008,valeratrades,1.0
1009,DarkPark,1.0
1010,pdanpdan,1.0
1011,Mic92,1.0
1012,ObjectsCountries,1.0
1013,orowith2os,1.0
1014,matsdahlin,1.0
1015,AldaronLau,1.0
1016,fossrob,1.0
1017,fmobus,1.0
1018,Will-W,1.0
1019,NewtonChutney,1.0
1020,andyearnshaw,1.0
1021,Igetin,1.0
1022,emil-vdw,1.0
1023,JulesdeCube,1.0
1024,sharunkumar,1.0
1025,DataEnggNerd,1.0
1026,igor-raits,1.0
1027,lzm0,1.0
1028,Konfekt,1.0
1029,noraworld,1.0
1030,ecspresso,1.0
1031,NickHackman,1.0
1032,rexydye,1.0
1033,rayit,1.0
1034,anotherhadi,1.0
1035,bergercookie,1.0
1036,Lucky1313,1.0
1037,weeebdev,1.0
1038,brsanthu,1.0
1039,gotounix,1.0
1040,AndreasBackx,1.0
1041,Spaceface16518,1.0
1042,mborejdo,1.0
1043,behrangsa,1.0
1044,morning-start,1.0
1045,eminence,1.0
1046,mnemnion,1.0
1047,JohnFinn,1.0
1048,Ohssie,1.0
1049,vladsirenko-gl,1.0
1050,Certifieddonnie,1.0
1051,K2ouMais,1.0
1052,lotfollah,1.0
1053,struthio,1.0
1054,alesniak303,1.0
1055,Haelnorr,1.0
1056,vajdagabor,1.0
1057,maddiemort,1.0
1058,daief,1.0
1059,geeknees,1.0
1060,rmsc,1.0
1061,bandhan-majumder,1.0
1062,fiskhest,1.0
1063,JKatzwinkel,1.0
1064,cycle2zhou,1.0
1065,re4388,1.0
1066,alvaroaleman,1.0
1067,barraponto,1.0
1068,pwnorbitals,1.0
1069,CoelacanthusHex,1.0
1070,lenovouser,1.0
1071,derekmurawsky,1.0
1072,lwbt,1.0
1073,jameschensmith,1.0
1074,joshukraine,1.0
1075,jasperges,1.0
1076,xavdid,1.0
1077,JQiue,1.0
1078,tharakadesilva,1.0
1079,luisdavim,1.0
1080,baartosz,1.0
1081,Ajpantuso,1.0
1082,klausi,1.0
1083,xxx,1.0
1084,peterlobster,1.0
1085,dalisoft,1.0
1086,12ohit,1.0
1087,owen-mccormick,1.0
1088,maxwowpow,1.0
1089,ngzhekai,1.0
1090,huyhoang8398,1.0
1091,peschkaj,1.0
1092,cfsmp3,1.0
1093,JoaoFelipe3,1.0
1094,YangFong,1.0
1095,sgoudham,1.0
1096,J-Ciro,1.0
1097,Davidferl,1.0
1098,thatgim,1.0
1099,lil-skelly,1.0
1100,sant123,1.0
1101,adhadse,1.0
1102,matan129,1.0
1103,Ayyanaruto,1.0
1104,wdullaer,1.0
1105,jRimbault,1.0
1106,yozhgoor,1.0
1107,shinebayar-g,1.0
1108,japhir,1.0
1109,foo-dogsquared,1.0
1110,jpiggg,1.0
1111,ucodery,1.0
1112,guykisel,1.0
1113,caiopiccirillo,1.0
1114,wael-sadek,1.0
1115,mloskot,1.0
1116,tsujigiri,1.0
1117,jceb,1.0
1118,genofire,1.0
1119,tracker1,1.0
1120,esarella,1.0
1121,NightMachinery,1.0
1122,mtalexan,1.0
1123,kanru,1.0
1124,homburg,1.0
1125,sherif-fanous,1.0
1126,AtifChy,1.0
1127,Sssssaltyfish,1.0
1128,cfebs,1.0
